metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
Healthy Company: Leadership and Accountability,The Cigna Group,2021,Independent diverse directors,60,%,,,,,,,,
Healthy Company: Leadership and Accountability,The Cigna Group,2020,Independent diverse directors,55,%,,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2024,Tier 1 diverse spend,1.3,$B,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2023,Tier 1 diverse spend,1.1,$B,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2022,Tier 1 diverse spend,662,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2021,Tier 1 diverse spend,582,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2020,Tier 1 diverse spend,520,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2024,Tier 2 diverse spend,248,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2023,Tier 2 diverse spend,293,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2022,Tier 2 diverse spend,214,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2021,Tier 2 diverse spend,182,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2020,Tier 2 diverse spend,125,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2024,Economic contributions delivered through direct indirect and induced channels,2.4,$B,Approximate value,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2023,Economic contributions delivered through direct indirect and induced channels,2,$B,Approximate value,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2022,Economic contributions delivered through direct indirect and induced channels,1.2,$B,Approximate value,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2021,Economic contributions delivered through direct indirect and induced channels,1,$B,Approximate value,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2020,Economic contributions delivered through direct indirect and induced channels,980,$M,Approximate value,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2024,Jobs supported at small and diverse suppliers,5800,jobs,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2023,Jobs supported at small and diverse suppliers,4500,jobs,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2022,Jobs supported at small and diverse suppliers,2500,jobs,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2021,Jobs supported at small and diverse suppliers,3350,jobs,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2020,Jobs supported at small and diverse suppliers,3150,jobs,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2024,Earnings through jobs with small and diverse suppliers,700,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2023,Earnings through jobs with small and diverse suppliers,576,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2022,Earnings through jobs with small and diverse suppliers,262,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2021,Earnings through jobs with small and diverse suppliers,195,$M,Approximate value,,,,,,,
Healthy Company: Responsible Supply Chain,The Cigna Group,2020,Earnings through jobs with small and diverse suppliers,190,$M,Approximate value,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Amount of Eco-Friendly Purchases,1221),KRW 1M,1) Figures have been revised from previous disclosures due to data entry errors in 2022 and 2023.,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Amount of Eco-Friendly Purchases,2171),KRW 1M,1) Figures have been revised from previous disclosures due to data entry errors in 2022 and 2023.,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Amount of Eco-Friendly Purchases,67,KRW 1M,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Number of Environmental Law and Regulation Violations,0,Case,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Number of Environmental Law and Regulation Violations,0,Case,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Number of Environmental Law and Regulation Violations,0,Case,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Cost of Investing in Eco-Friendly Business,6521,KRW 1M,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Cost of Investing in Eco-Friendly Business,40,KRW 1M,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Cost of Investing in Eco-Friendly Business,0,KRW 1M,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Total water withdrawal,84617,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Total water withdrawal,98071,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Total water withdrawal,115029,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Tap water usage,84617,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Tap water usage,98071,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Tap water usage,115029,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Domestic water usage,84617,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Domestic water usage,98071,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Domestic water usage,115029,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Industrial water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Industrial water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Industrial water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Recycled water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Recycled water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Recycled water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Surface water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Surface water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Surface water usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Groundwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Groundwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Groundwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Seawater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Seawater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Seawater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Withdrawal - Rainwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Withdrawal - Rainwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Withdrawal - Rainwater usage,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Recycled - Total volume of water recycled and reused,10601,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Recycled - Total volume of water recycled and reused,7399,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Recycled - Total volume of water recycled and reused,5044,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Usage - Total water usage,95218,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Usage - Total water usage,105470,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Usage - Total water usage,120073,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Discharged - Volume discharged,84617,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Discharged - Volume discharged,98071,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Discharged - Volume discharged,115029,Ton(m3),,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Consumed - Total water consumed,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Consumed - Total water consumed,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Consumed - Total water consumed,0,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Recycling Ratio,12.53,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Recycling Ratio,7.54,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Recycling Ratio,4.38,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Recycling Rate,11.13,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Recycling Rate,7.02,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Recycling Rate,4.20,%,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Percentage of Water Withdrawal in Water-Stressed Areas,100,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Percentage of Water Withdrawal in Water-Stressed Areas,0.001),%,"1) The Water Stress Index for Seoul and Gyeonggi Province, where CJ ENM business sites are located, was revised downward.",,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Percentage of Water Withdrawal in Water-Stressed Areas,0.001),%,"1) The Water Stress Index for Seoul and Gyeonggi Province, where CJ ENM business sites are located, was revised downward.",,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Percentage of Water Consumption in Water-Stressed Areas,0,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Percentage of Water Consumption in Water-Stressed Areas,0,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Percentage of Water Consumption in Water-Stressed Areas,0,%,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Amount of Wastes Generated - Total amount of wastes generated,229,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Amount of Wastes Generated - Total amount of wastes generated,231,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Amount of Wastes Generated - Total amount of wastes generated,234,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Amount of Wastes Generated - Total general waste,229,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Amount of Wastes Generated - Total general waste,231,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Amount of Wastes Generated - Total general waste,234,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Amount of Wastes Generated - Total designated waste,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Amount of Wastes Generated - Total designated waste,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Amount of Wastes Generated - Total designated waste,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Generation Intensity,0.01,Ton/KRW 100M,1) Waste generation intensity denominator: based on revenue,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Generation Intensity,0.01,Ton/KRW 100M,1) Waste generation intensity denominator: based on revenue,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Generation Intensity,0.01,Ton/KRW 100M,1) Waste generation intensity denominator: based on revenue,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste processed – Recycled - Volume of general waste recycled,216,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste processed – Recycled - Volume of general waste recycled,222,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste processed – Recycled - Volume of general waste recycled,220,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste processed – Recycled - Volume of designated wastes recycled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste processed – Recycled - Volume of designated wastes recycled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste processed – Recycled - Volume of designated wastes recycled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Incinerated(Energy not Recovered) - Volume of general waste incinerated(energy not recovered),8,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Incinerated(Energy not Recovered) - Volume of general waste incinerated(energy not recovered),5,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Incinerated(Energy not Recovered) - Volume of general waste incinerated(energy not recovered),8,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Incinerated(Energy not Recovered) - Volume of designated wastes incinerated(energy not recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Incinerated(Energy not Recovered) - Volume of designated wastes incinerated(energy not recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Incinerated(Energy not Recovered) - Volume of designated wastes incinerated(energy not recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Incinerated(Energy Recovered) - Volume of general waste incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Incinerated(Energy Recovered) - Volume of general waste incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Incinerated(Energy Recovered) - Volume of general waste incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Incinerated(Energy Recovered) - Volume of designated wastes incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Incinerated(Energy Recovered) - Volume of designated wastes incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Incinerated(Energy Recovered) - Volume of designated wastes incinerated(energy recovered),0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Landfilled - Volume of general waste landfilled,5,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Landfilled - Volume of general waste landfilled,4,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Landfilled - Volume of general waste landfilled,7,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Landfilled - Volume of designated wastes landfilled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Landfilled - Volume of designated wastes landfilled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Landfilled - Volume of designated wastes landfilled,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Other Methods - Volume of general waste processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Other Methods - Volume of general waste processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Other Methods - Volume of general waste processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Waste Processed – Other Methods - Volume of designated wastes processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Waste Processed – Other Methods - Volume of designated wastes processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Waste Processed – Other Methods - Volume of designated wastes processed by other methods,0,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - Total weight of packaging used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - Total weight of packaging used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - Total weight of packaging used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of paper used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of paper used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of paper used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of plastics used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of plastics used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of plastics used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of metals used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of metals used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of metals used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of glass used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of glass used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of glass used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of other materials used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of other materials used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Total Usage of Packaging Materials (Primary and Secondary Packaging) - The weight of other materials used,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Pollutant Emissions - Biochemical Oxygen Demand(BOD),0.0000031),Ton(m3),1) Figures have been revised from previous disclosures due to unit conversion errors in the 2022 and 2023 data.,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Pollutant Emissions - Biochemical Oxygen Demand(BOD),0.0000061),Ton(m3),1) Figures have been revised from previous disclosures due to unit conversion errors in the 2022 and 2023 data.,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Pollutant Emissions - Biochemical Oxygen Demand(BOD),0.000003,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Pollutant Emissions - Chemical Oxygen Demand(COD),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Pollutant Emissions - Chemical Oxygen Demand(COD),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Pollutant Emissions - Chemical Oxygen Demand(COD),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Pollutant Emissions - Total Organic Carbon(TOC),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Pollutant Emissions - Total Organic Carbon(TOC),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Pollutant Emissions - Total Organic Carbon(TOC),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Pollutant Emissions - Suspended Solids(SS),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Pollutant Emissions - Suspended Solids(SS),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Pollutant Emissions - Suspended Solids(SS),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Water Pollutant Emissions - Total Nitrogen(T-N),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Water Pollutant Emissions - Total Nitrogen(T-N),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Water Pollutant Emissions - Total Nitrogen(T-N),N/A,Ton(m3),,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - NOx,0.259,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - NOx,0.22402),Ton,2) Figures have been revised from previous disclosures due to the application of a revised emissions calculation formula in 2023.,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - NOx,0.14863),Ton,3) Pollutant emission reductions in 2024 due to boiler equipment replacement.,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - SOx,0.0093,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - SOx,0.02202),Ton,2) Figures have been revised from previous disclosures due to the application of a revised emissions calculation formula in 2023.,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - SOx,0.00093),Ton,3) Pollutant emission reductions in 2024 due to boiler equipment replacement.,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Dust,0.0026,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Dust,0.00522),Ton,2) Figures have been revised from previous disclosures due to the application of a revised emissions calculation formula in 2023.,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Dust,0.00383),Ton,3) Pollutant emission reductions in 2024 due to boiler equipment replacement.,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Carbon Monoxide(CO),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Carbon Monoxide(CO),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Carbon Monoxide(CO),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Heavy metal,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Heavy metal,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Heavy metal,N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Ammonia(NH3),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Ammonia(NH3),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Ammonia(NH3),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Volatile Organic Compounds(VOCs),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Volatile Organic Compounds(VOCs),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Volatile Organic Compounds(VOCs),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2022,Air Pollutant Emissions - Persistent Organic Pollutants(POPs),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2023,Air Pollutant Emissions - Persistent Organic Pollutants(POPs),N/A,Ton,,,,,,,,
ENVIRONMENTAL,CJ ENM,2024,Air Pollutant Emissions - Persistent Organic Pollutants(POPs),N/A,Ton,,,,,,,,
SOCIAL,CJ ENM,2022,Total Number of Employees - Total number of employees,3469,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2023,Total Number of Employees - Total number of employees,3063,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2024,Total Number of Employees - Total number of employees,3025,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2022,Total Number of Employees - Employees without fixed term contracts,3389,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2023,Total Number of Employees - Employees without fixed term contracts,2993,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2024,Total Number of Employees - Employees without fixed term contracts,2949,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2022,Total Number of Employees - Employees with fixed term contracts,26,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2023,Total Number of Employees - Employees with fixed term contracts,25,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2024,Total Number of Employees - Employees with fixed term contracts,33,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2022,Total Number of Employees - Executives(* registered + unregistered),54,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2023,Total Number of Employees - Executives(* registered + unregistered),45,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2024,Total Number of Employees - Executives(* registered + unregistered),43,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2022,Composition of Employees by Gender - Male,1402,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2023,Composition of Employees by Gender - Male,1193,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2024,Composition of Employees by Gender - Male,1146,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2022,Composition of Employees by Gender - Female,2067,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2023,Composition of Employees by Gender - Female,1870,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2024,Composition of Employees by Gender - Female,1879,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2022,Composition of Employees by Age Group - Under 30,817,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2023,Composition of Employees by Age Group - Under 30,590,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2024,Composition of Employees by Age Group - Under 30,505,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2022,Composition of Employees by Age Group - 30–50,2564,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2023,Composition of Employees by Age Group - 30–50,2374,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2024,Composition of Employees by Age Group - 30–50,2425,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,
SOCIAL,CJ ENM,2022,Composition of Employees by Age Group - Over 50,88,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2023,Composition of Employees by Age Group - Over 50,99,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2024,Composition of Employees by Age Group - Over 50,95,Person,1) Human resources data is aggregated on a head-count basis.,,,,,,,
SOCIAL,CJ ENM,2022,Total Number of New Hires - Total number of new hires,557,Person,,,,,,,,
SOCIAL,CJ ENM,2023,Total Number of New Hires - Total number of new hires,203,Person,,,,,,,,
